BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
SB0121,,,Senator Hester,[{'Name': 'Senator Hester'}],"Authorizing a certain protected individual or the agency, entity, or office that the protected individual serves or served to request that a governmental entity or person not publish personal information on the Internet, social media, or social networks or that the governmental entity or person remove the information from any existing publication; etc.",Personal Information - Public Servant Protections,In the Senate - Hearing canceled,"Education, Energy, and the Environment",,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'p1', 'Name': 'State Government - Agencies, Offices, and Officials'}, {'Code': 'e4', 'Name': 'Public Safety'}]","[{'Code': 'addresses', 'Name': 'Addresses'}, {'Code': 'applica', 'Name': 'Applicants and Applications'}, {'Code': 'attorng', 'Name': 'Attorney General'}, {'Code': 'crimesp', 'Name': 'Crimes and Punishments -see also- Penalties and Sentnc; etc.'}, {'Code': 'driverl', 'Name': ""Drivers' Licenses""}, {'Code': 'electrcom', 'Name': 'Electronic Communication'}, {'Code': 'expungsr', 'Name': 'Expungement and Shielded Records'}, {'Code': 'federag', 'Name': 'Federal Government'}, {'Code': 'internet', 'Name': 'Internet -see also- Internet Access'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- SRO; Sheriffs; State Police'}, {'Code': 'licensp', 'Name': 'License Plates -see also- Motor Vehicle Registration'}, {'Code': 'mobiled', 'Name': 'Mobile Devices'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'personii', 'Name': 'Personal Identifying Information'}, {'Code': 'privacy', 'Name': 'Privacy'}, {'Code': 'publice', 'Name': 'Public Employees -see also- State Employees'}, {'Code': 'realp', 'Name': 'Real Property'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'socialm', 'Name': 'Social Media'}, {'Code': 'socialsec', 'Name': 'Social Security'}, {'Code': 'statep', 'Name': 'State Prosecutor'}, {'Code': 'statesa', 'Name': ""State's Attorneys""}, {'Code': 'telephones', 'Name': 'Telephones'}, {'Code': 'vitalr', 'Name': 'Vital Records -see also- Death; Divorce; Marriage'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0123,,,Senator Simonaire,[{'Name': 'Senator Simonaire'}],Altering the membership of the Oversight Committee on Quality of Care in Nursing Homes and Assisted Living Facilities.,Oversight Committee on Quality of Care in Nursing Homes and Assisted Living Facilities - Membership,In the Senate - Hearing 1/27 at 2:30 p.m.,Finance,,,,2026-01-14,2026-01-27T14:30:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'j3', 'Name': 'Health Care Facilities and Regulation'}]","[{'Code': 'assistl', 'Name': 'Assisted Living'}, {'Code': 'commitch', 'Name': 'Committee Changes'}, {'Code': 'commitco', 'Name': 'Committees and Commissions'}, {'Code': 'ethics', 'Name': 'Ethics'}, {'Code': 'generaa', 'Name': 'General Assembly -see also- AELR Cmte; LegislativePolCmte'}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'nursinh', 'Name': 'Nursing Homes -see also- AsstLiving; ContinCare; LTCare'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0124,,,Senator Benson,[{'Name': 'Senator Benson'}],"Prohibiting a person from offering for sale in the State a gene structure- or function-modifying product unless the product is labeled in a prominent and conspicuous manner with the words ""gene structure- or function-modifying product"" and all potential risks, side effects, adverse effects, and other reasonably possible effects that the product may have; and establishing penalties for a violation of the Act.","Food, Drugs, and Cosmetics - Gene Structure- and Function-Modifying Products - Labeling",In the Senate - First Reading Finance,Finance,,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'j1', 'Name': 'Public Health'}]","[{'Code': 'biotechnology', 'Name': 'Biotechnology'}, {'Code': 'civila', 'Name': 'Civil Actions -see also- Small Claims'}, {'Code': 'commerb', 'Name': 'Commerce and Business -see also- ElectrComm; ForeignTr; etc.'}, {'Code': 'consump', 'Name': 'Consumer Protection'}, {'Code': 'cosmetologist', 'Name': 'Cosmetologists'}, {'Code': 'crimesp', 'Name': 'Crimes and Punishments -see also- Penalties and Sentnc; etc.'}, {'Code': 'districou', 'Name': 'District Courts'}, {'Code': 'drugs', 'Name': 'Drugs -see also- Cannabis; ControlDangSubst; Pharm; etc.'}, {'Code': 'fines', 'Name': 'Fines -see also- Penalties and Sentences'}, {'Code': 'food', 'Name': 'Food -see also- Meat, Poultry, & Seafood; Milk; etc.'}, {'Code': 'genetics', 'Name': 'Genetics'}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'labeling', 'Name': 'Labeling'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0126,,,Senator Ellis,[{'Name': 'Senator Ellis'}],Establishing the Summer Academy for Mathematics and Service Pilot Program within the Maryland Department of Labor to provide targeted instruction in a 6-week course offered during summer break to eligible students in Charles County who are not proficient in algebra or geometry; requiring the Charles County public school system to implement the Program; and requiring the Department to provide grants to the Charles County public school system for the Program.,Charles County - Summer Academy for Mathematics and Service Pilot Program - Establishment,In the Senate - Hearing 2/18 at 1:00 p.m.,"Education, Energy, and the Environment",,,,2026-01-14,2026-02-18T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'f3', 'Name': 'Education - Local Bills'}]","[{'Code': 'charlec', 'Name': 'Charles County'}, {'Code': 'communc', 'Name': 'Community Colleges'}, {'Code': 'communfs', 'Name': 'Community Facilities and Services'}, {'Code': 'curriculum', 'Name': 'Curriculum'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; etc.'}, {'Code': 'evaluar', 'Name': 'Evaluations and Reviews'}, {'Code': 'evidence', 'Name': 'Evidence'}, {'Code': 'food', 'Name': 'Food -see also- Meat, Poultry, & Seafood; Milk; etc.'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'highere', 'Name': 'Higher Education -see also- Comm Colleges; Med Schools; etc.'}, {'Code': 'labord', 'Name': 'Labor, Department of'}, {'Code': 'libraries', 'Name': 'Libraries -see also- Archives'}, {'Code': 'localgm', 'Name': 'Local Government Mandates'}, {'Code': 'nonproo', 'Name': 'Nonprofit Organizations'}, {'Code': 'pilotp', 'Name': 'Pilot Programs'}, {'Code': 'publics', 'Name': 'Public Schools -see also- Primary Schools; Secondary Sch'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'schoolt', 'Name': 'School Testing'}, {'Code': 'standabp', 'Name': 'Standards and Best Practices'}, {'Code': 'students', 'Name': 'Students'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'teachers', 'Name': 'Teachers'}, {'Code': 'technology', 'Name': 'Technology -see also- AeroT; BioT; EnergyT; InfoT; MedT; etc'}, {'Code': 'transportatio', 'Name': 'Transportation -see also- Aircraft; Airports; Boats; etc'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0127,,,Senator Salling,[{'Name': 'Senator Salling'}],"Requiring, on or before November 30, 2026, the Department of Housing and Community Development to conduct a study and make recommendations on reducing food deserts in Baltimore County and submit its findings and recommendations to the Senate Committee on Education, Energy, and Environment, the Senate Finance Committee, and the House Environment and Transportation Committee.",Baltimore County Food Desert Study,In the Senate - First Reading Finance,Finance,,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'c9', 'Name': 'Housing and Community Development'}]","[{'Code': 'baltimco', 'Name': 'Baltimore County'}, {'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'food', 'Name': 'Food -see also- Meat, Poultry, & Seafood; Milk; etc.'}, {'Code': 'foodins', 'Name': 'Food Insecurity'}, {'Code': 'housincdd', 'Name': 'Housing and Community Development, Department of'}, {'Code': 'plansp', 'Name': 'Plans and Proposals'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'retails', 'Name': 'Retail Sales'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'studies', 'Name': 'Studies -see also- Commitees & Commissions; Reports'}, {'Code': 'sunset', 'Name': 'Sunset'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0129,,,Senator Folden,[{'Name': 'Senator Folden'}],"Authorizing a police officer to arrest a certain person without a warrant if the police officer has probable cause to believe that the person battered another person with whom the person has had a sexual relationship within the past year; and altering the definition of ""victim of domestic violence"" in provisions relating to a certain domestic violence program to include an individual who has received certain injuries from another individual with whom the individual has had a sexual relationship within the past year.",Domestic Violence - Warrantless Arrests and Victims,In the Senate - Hearing 1/20 at 1:00 p.m.,Judicial Proceedings,,,,2026-01-14,2026-01-20T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'd4', 'Name': 'Family Law'}]","[{'Code': 'arrests', 'Name': 'Arrests'}, {'Code': 'domestv', 'Name': 'Domestic Violence -see also- Child Abuse & Neglect'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- SRO; Sheriffs; State Police'}, {'Code': 'victims', 'Name': 'Victims -see also- Criminal Injuries Compensation'}, {'Code': 'warrants', 'Name': 'Warrants'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0136,,,Senator Kramer,"[{'Name': 'Senator Kramer'}, {'Name': 'Senator Bailey'}]","Applying certain provisions of law governing collective bargaining for State employees to police officers of the Alcohol, Tobacco, and Cannabis Commission who, in an official capacity, are authorized to make arrests and who are not supervisory, managerial, or confidential employees.","Collective Bargaining - Alcohol, Tobacco, and Cannabis Commission - Police Officers",In the Senate - First Reading Finance,Finance,,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'p4', 'Name': 'State Government - Personnel'}]","[{'Code': 'airports', 'Name': 'Airports'}, {'Code': 'alcohob', 'Name': 'Alcoholic Beverages -see also- AB-By Subdivision'}, {'Code': 'assesstd', 'Name': 'Assessments and Taxation, Department of'}, {'Code': 'cannabis', 'Name': 'Cannabis -see also- CannDist; CannProd; Smok&Vap'}, {'Code': 'collecb', 'Name': 'Collective Bargaining'}, {'Code': 'commitco', 'Name': 'Committees and Commissions'}, {'Code': 'comptroller', 'Name': 'Comptroller'}, {'Code': 'deafhh', 'Name': 'Deaf and Hard of Hearing'}, {'Code': 'educatsd', 'Name': 'Education, State Department of'}, {'Code': 'firep', 'Name': 'Fire Protection'}, {'Code': 'insuraa', 'Name': 'Insurance Administration'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- SRO; Sheriffs; State Police'}, {'Code': 'retirement', 'Name': 'Retirement -see also- Mandatory Retirement'}, {'Code': 'statee', 'Name': 'State Employees'}, {'Code': 'stateuc', 'Name': 'State Universities and Colleges'}, {'Code': 'tobaccn', 'Name': 'Tobacco and Nicotine -see also- Cigarettes; Smk&Vap'}, {'Code': 'transportatio', 'Name': 'Transportation -see also- Aircraft; Airports; Boats; etc'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0143,,,Senator Benson,[{'Name': 'Senator Benson'}],Altering certain apprenticeship requirements relating to public works contracts to require certain contractors and subcontractors to employ a certain number of qualified apprentices or journeyworkers necessary to meet a certain applicable percentage for the project; altering which projects are subject to certain apprenticeship requirements; repealing certain provisions of law that authorized contractors and subcontractors to make certain payments to a certain apprenticeship program in lieu of employing certain apprentices; etc.,Public Works Contracts - Apprenticeship Requirements (Maryland Workforce Apprenticeship Utilization Act),In the Senate - First Reading Finance and Budget and Taxation,Finance,Budget and Taxation,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'p2', 'Name': 'State Procurement'}]","[{'Code': 'appreni', 'Name': 'Apprenticeships and Internships'}, {'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'communc', 'Name': 'Community Colleges'}, {'Code': 'construction', 'Name': 'Construction'}, {'Code': 'contractors', 'Name': 'Contractors -see also- Construct; Electricians; etc.'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'internet', 'Name': 'Internet -see also- Internet Access'}, {'Code': 'labord', 'Name': 'Labor, Department of'}, {'Code': 'publicw', 'Name': 'Public Works -see also- Brg&Tun; Hwys; PublBlgFac; etc.'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'stateuc', 'Name': 'State Universities and Colleges'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0144,,,Senator Folden,[{'Name': 'Senator Folden'}],Establishing that certain records of elected officials are not personnel records for the purposes of inspection under the Public Information Act; and establishing that certain records of the State Ethics Commission and Joint Committee on Legislative Ethics are available for public inspection under certain circumstances.,Public Information Act - Personnel Records of Elected Officials and Joint Ethics Committee Records,In the Senate - Hearing 2/11 at 1:00 p.m.,"Education, Energy, and the Environment",,,,2026-01-14,2026-02-11T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'g2', 'Name': 'Ethics'}, {'Code': 'p3', 'Name': 'State Government - Regulations and Procedures'}]","[{'Code': 'commitco', 'Name': 'Committees and Commissions'}, {'Code': 'ethics', 'Name': 'Ethics'}, {'Code': 'investi', 'Name': 'Investigations and Inquiries -see also- Crim Bckgrnd Invest'}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'publico', 'Name': 'Public Officials -see also- Atty Gen; Compt; Coun Admin; etc'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0150,,,Senator Simonaire,[{'Name': 'Senator Simonaire'}],"Authorizing the Department of the Environment, the Department of General Services, and units in the Maryland Department of Labor to include a notation on public profiles of licensees, certificate holders, and security identification card holders indicating that the individual is a veteran.",Notation of Veteran Status - Public Profiles,"In the Senate - First Reading Education, Energy, and the Environment and Finance","Education, Energy, and the Environment",Finance,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'c2', 'Name': 'Business Regulation '}, {'Code': 'm3', 'Name': 'Environment'}, {'Code': 'j2', 'Name': 'Health Occupations'}, {'Code': 'p3', 'Name': 'State Government - Regulations and Procedures'}, {'Code': 'p1', 'Name': 'State Government - Agencies, Offices, and Officials'}]","[{'Code': 'envirod', 'Name': 'Environment, Department of the'}, {'Code': 'generasd', 'Name': 'General Services, Department of'}, {'Code': 'labord', 'Name': 'Labor, Department of'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'veterans', 'Name': 'Veterans'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0151,,,Senator Folden,[{'Name': 'Senator Folden'}],"Allowing a credit of $3,000 against the State income tax for an individual who resides with and provides care for a certain elderly parent during the taxable year under certain circumstances; making the credit refundable; and applying the Act to all taxable years beginning after December 31, 2025.",Income Tax - Credit for Individuals Residing With and Caring for Elderly Parents,In the Senate - Hearing 1/21 at 10:00 a.m.,Budget and Taxation,,,,2026-01-14,2026-01-21T10:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'q3', 'Name': 'Taxes - Income'}]","[{'Code': 'caregivers', 'Name': 'Caregivers'}, {'Code': 'elderlp', 'Name': 'Elderly Persons (65+) -see also- Elder Abuse and Neglect'}, {'Code': 'incomet', 'Name': 'Income Tax'}, {'Code': 'lowi', 'Name': 'Low-Income'}, {'Code': 'moderai', 'Name': 'Moderate-Income'}, {'Code': 'parentg', 'Name': 'Parents and Guardians'}, {'Code': 'residency', 'Name': 'Residency -see also- Immigrants and Citizenship'}, {'Code': 'suppord', 'Name': 'Support of Dependents -see also- Alimony'}, {'Code': 'taxc', 'Name': 'Tax Credits'}, {'Code': 'taxr', 'Name': 'Tax Returns'}, {'Code': 'time', 'Name': 'Time'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0152,,,Senator Muse,[{'Name': 'Senator Muse'}],"Authorizing the placement and use of speed monitoring systems on Maryland Route 210 (Indian Head Highway) in Prince George's County, subject to certain requirements.",Prince George's County - Point-to-Point Speed Monitoring Systems - Maryland Route 210,In the Senate - Hearing 1/28 at 11:00 a.m.,Judicial Proceedings,,,,2026-01-14,2026-01-28T11:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'r5', 'Name': 'Vehicle Laws - Rules of the Road'}]","[{'Code': 'accidents', 'Name': 'Accidents'}, {'Code': 'appeals', 'Name': 'Appeals -see also- Judicial Review'}, {'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'citations', 'Name': 'Citations'}, {'Code': 'death', 'Name': 'Death -see also- Homicide; Murder; Wrongful Death'}, {'Code': 'districou', 'Name': 'District Courts'}, {'Code': 'electrg', 'Name': 'Electronic Government'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Charging; Med. Equip.; MV Equip; etc.'}, {'Code': 'highways', 'Name': 'Highways'}, {'Code': 'injury', 'Name': 'Injury'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'princegc', 'Name': ""Prince George's County""}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'signsb', 'Name': 'Signs and Billboards'}, {'Code': 'stateha', 'Name': 'State Highway Administration'}, {'Code': 'traffim', 'Name': 'Traffic Monitoring'}, {'Code': 'trials', 'Name': 'Trials'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0154,,,Senator Watson,[{'Name': 'Senator Watson'}],"Adding Article 12 of the Uniform Commercial Code to the Maryland Uniform Commercial Code to establish provisions governing the transfer of property rights in certain controllable electronic records, controllable accounts, and controllable payment intangibles.",Commercial Law - Uniform Commercial Code - Controllable Electronic Records,In the Senate - First Reading Finance,Finance,,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'i4', 'Name': 'Commercial Law - Generally'}]","[{'Code': 'commerb', 'Name': 'Commerce and Business -see also- ElectrComm; ForeignTr; etc.'}, {'Code': 'cryptocurrenc', 'Name': 'Cryptocurrency'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'digitap', 'Name': 'Digital Products -see also- Digital Images'}, {'Code': 'electrd', 'Name': 'Electronic Documents'}, {'Code': 'goodss', 'Name': 'Goods and Services -see also- Retail Sales; TermnSvc; TrfGds'}, {'Code': 'informt', 'Name': 'Information Technology'}, {'Code': 'instalp', 'Name': 'Installment Payments'}, {'Code': 'jurisdiction', 'Name': 'Jurisdiction'}, {'Code': 'leasesr', 'Name': 'Leases and Rent'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'signatures', 'Name': 'Signatures'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0156,,,Senator Ellis,[{'Name': 'Senator Ellis'}],"Prohibiting a railroad train used in connection with the movement of freight from being operated in the State unless it has at least two crew members, subject to certain exceptions; providing a penalty for a first offense of up to $10,000 or in the case of a willful violation within the immediately preceding 3 years, or a fine of up to $25,000; etc.",Railroads - Required Crew for Movement of Freight,In the Senate - First Reading Finance,Finance,,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'k3', 'Name': 'Private Sector Labor and Industry'}]","[{'Code': 'civilo', 'Name': 'Civil Offenses'}, {'Code': 'fines', 'Name': 'Fines -see also- Penalties and Sentences'}, {'Code': 'labord', 'Name': 'Labor, Department of'}, {'Code': 'legislsd', 'Name': 'Legislative Services, Department of'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'railroads', 'Name': 'Railroads'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0158,,,Senator Ellis,[{'Name': 'Senator Ellis'}],Requiring a county board of education each year to prepare and post to the county's website a report that identifies pathways that public school students who are ineligible for transportation services may use to travel to school using only safe alternative routes under certain circumstances; requiring the governing body of a county each year to review a certain report and construct any sidewalks and crosswalks necessary to create safe alternative routes for public school students under certain circumstances; etc.,Counties - Construction of Sidewalks and Crosswalks - Safe Alternative Routes to Public Schools,In the Senate - Hearing 2/18 at 1:00 p.m.,"Education, Energy, and the Environment",,,,2026-01-14,2026-02-18T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'l1', 'Name': 'Counties - Generally'}]","[{'Code': 'awareno', 'Name': 'Awareness and Outreach'}, {'Code': 'construction', 'Name': 'Construction'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties; etc.'}, {'Code': 'educatb', 'Name': 'Education, Boards of'}, {'Code': 'electrg', 'Name': 'Electronic Government'}, {'Code': 'evaluar', 'Name': 'Evaluations and Reviews'}, {'Code': 'highways', 'Name': 'Highways'}, {'Code': 'intergc', 'Name': 'Intergovernmental Cooperation -see also- AdmAgn; Cmts; etc.'}, {'Code': 'localgm', 'Name': 'Local Government Mandates'}, {'Code': 'openg', 'Name': 'Open Government'}, {'Code': 'pedestrians', 'Name': 'Pedestrians'}, {'Code': 'publics', 'Name': 'Public Schools -see also- Primary Schools; Secondary Sch'}, {'Code': 'publicw', 'Name': 'Public Works -see also- Brg&Tun; Hwys; PublBlgFac; etc.'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'safety', 'Name': 'Safety -see also- Occupational Safety'}, {'Code': 'sidewalks', 'Name': 'Sidewalks'}, {'Code': 'students', 'Name': 'Students'}, {'Code': 'transportatio', 'Name': 'Transportation -see also- Aircraft; Airports; Boats; etc'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0159,,,"Senator Washington, A.","[{'Name': 'Senator Washington, A.'}]","Requiring the Executive Director of the Maryland Institute for Emergency Medical Services Systems to coordinate the minimum equipment, supplies, and medications to be available on emergency medical services vehicles; requiring each county and municipality that operates or contracts emergency medical services to conduct quarterly reviews of ambulance performance data; and requiring each county to establish and maintain a formal complaint filing system regarding ambulance quality, conduct, or compliance.","Emergency Medical Services - Vehicles and Ambulances - Required Supplies, Reviews, and Complaints",In the Senate - Hearing 2/18 at 1:00 p.m.,"Education, Energy, and the Environment",,,,2026-01-14,2026-02-18T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'j1', 'Name': 'Public Health'}]","[{'Code': 'ambulances', 'Name': 'Ambulances -see also- Emergency Med Services; Rescue Squads'}, {'Code': 'commitco', 'Name': 'Committees and Commissions'}, {'Code': 'complaints', 'Name': 'Complaints'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties; etc.'}, {'Code': 'emergems', 'Name': 'Emergency Medical Services -see also- Ambul; RescSqd'}, {'Code': 'evaluar', 'Name': 'Evaluations and Reviews'}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'internet', 'Name': 'Internet -see also- Internet Access'}, {'Code': 'medicaed', 'Name': 'Medical Equipment and Devices'}, {'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt'}, {'Code': 'pregnancy', 'Name': 'Pregnancy'}, {'Code': 'transportatio', 'Name': 'Transportation -see also- Aircraft; Airports; Boats; etc'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0161,,,Senator Simonaire,[{'Name': 'Senator Simonaire'}],"Altering the individuals and vehicles that may enter a State park without paying a certain fee on presentation of a valid veteran identification card, a driver's license or other State-issued license or identification card that indicates the holder is a veteran, or any other form of identification that establishes the holder's veteran status or former Maryland National Guard status.",Natural Resources - State Park Entry Fee - Exemptions,In the Senate - Hearing 1/27 at 1:00 p.m.,"Education, Energy, and the Environment",,,,2026-01-14,2026-01-27T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'm1', 'Name': 'Natural Resources - Generally'}]","[{'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes""}, {'Code': 'forestp', 'Name': 'Forests and Parks -see also- MdNatlCapPkPlnCm; Plants; etc.'}, {'Code': 'identificatio', 'Name': 'Identification -see also- Biometrics; Fingerprinting; DrLics'}, {'Code': 'naturar', 'Name': 'Natural Resources -see also- Coal; For&Pks; Rivers; etc.'}, {'Code': 'veterans', 'Name': 'Veterans'}, {'Code': 'waivers', 'Name': 'Waivers'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0162,,,Senator West,[{'Name': 'Senator West'}],"Repealing the sentencing date limitation of October 1, 2021, for an individual convicted as an adult of an offense committed when the individual was a minor to file a motion to reduce the duration of the sentence.",Criminal Procedure - Motion to Reduce Duration of Sentence - Repeal of Sentencing Date Limitation,In the Senate - Hearing 1/27 at 1:00 p.m.,Judicial Proceedings,,,,2026-01-14,2026-01-27T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'e2', 'Name': 'Criminal Law - Procedures'}]","[{'Code': 'courts', 'Name': ""Courts -see also- AppCt; Circuit; District; Orphans'; etc.""}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'minors', 'Name': 'Minors -see also- Age of Majority; Youth'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'time', 'Name': 'Time'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0163,,,Senator West,[{'Name': 'Senator West'}],"Providing that an addition modification under the Maryland income tax for certain income exempt from federal tax by federal law or treaty but not State tax does not apply to certain foreign earned income; and applying the Act to taxable years beginning after December 31, 2025.",Income Tax - Addition Modification for Federal Tax-Exempt Income - Alterations,In the Senate - Hearing 1/28 at 1:00 p.m.,Budget and Taxation,,,,2026-01-14,2026-01-28T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'q3', 'Name': 'Taxes - Income'}]","[{'Code': 'federag', 'Name': 'Federal Government'}, {'Code': 'incomet', 'Name': 'Income Tax'}, {'Code': 'internaf', 'Name': 'International Affairs'}, {'Code': 'salaric', 'Name': 'Salaries and Compensation -see also- Overtime; Reimb. Rates'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
